Date,Country,Area,Location,Sex,Fatal
2018-08-15,BAHAMAS,Abaco Islands,"Coco Bay, Green Turtle Cay",F,False
2018-07-13,USA,Florida,"Fernandina Beach, Nassau County",M,False
2018-04-03,SOUTH AFRICA,Eastern Cape Province,St. Francis Bay,M,False
2018-02-03,ECUADOR,Galapagos Islands,Santa Fe Island,M,False
2017-10-09,USA,Hawaii,"Davidsons Beach, Kekaha, Kauai",M,False
2017-07-23,USA,New Jersey,Ventnor,F,False
2016-12-01,AUSTRALIA,New South Wales,Booti Booti National Park,M,False
2016-09-04,USA,Florida,"New Smyrna Beach, Volusia County",M,False
2016-07-27,USA,Florida,"Florida Keys, Monroe County",M,False
2016-07-14,BAHAMAS,,Tiger Beach,M,False
2016-06-02,NEW CALEDONIA,,"Côte-Blanche, Nouméa",M,False
2016-05-29,USA,Florida,"Neptune, Duval County",M,False
2016-02-12,DOMINICAN REPUBLIC,Altagracia Province,"Bavaro Beach, Punta Cana",F,False
2015-10-08,MOZAMBIQUE,Inhambane Province,"Maxixe, Inhambane Bay",M,False
2015-09-26,AUSTRALIA,Queensland,"Russel Island, Frankland Group",F,False
2015-07-03,AUSTRALIA,New South Wales,Lennox Head,M,False
2015-03-31,BRAZIL,Pernambuco,"Praia del Chifre, Olinda",M,
2014-08-29,USA,Florida,"Ponce Inlet, Volusia County",M,False
2014-06-18,AUSTRALIA,South Australia,"Middleton Point, Fleurieu Peninsula",M,False
2014-05-01,USA,Florida,"New Smyrna Beach, Volusia County",M,False
2014-03-22,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St Johns",M,True
2013-12-10,USA,Florida,"Cocoa Beach, Brevard  County",M,False
2013-08-31,BAHAMAS,,Freetown Beach,M,False
2012-07-08,USA,North Carolina,"North Topsail Beach, Onslow County",F,False
2011-08-17,RUSSIA,"Telyakovsky Bay, Khasan,  Primorsky Krai (Far East)",Vityaz,M,False
2011-03-23,AUSTRALIA,New South Wales,Crowdy Head,M,False
2011-01-31,MEXICO,Quintana Roo,Cancun,F,False
2010-09-24,USA,Virginia,Sandridge Beach,M,False
2010-09-03,USA,Florida,"New Smyrna Beach, Volusia County",M,False
2010-07-02,USA,California,"Dog Patch, San Onofre",M,False
2010-02-11,AUSTRALIA,New South Wales,"Mona Vale Beach, Sydney",M,False
2009-08-01,USA,Louisiana,"Curlew Island, Breton Sound",M,False
2009-06-16,USA,Florida,"Melbourne Beach, Brevard County",M,
2009-01-25,CUBA,Guantanamo Province,Guantanamo Bay,M,False
2009-01-10,ECUADOR,Galapagos Islands,Isla Isabella,M,False
2008-07-26,USA,Hawaii,"Honokowai, Maui",M,False
2008-05-24,BAHAMAS,Grand Bahama Island,Off West End,M,False
2008-03-25,USA,Florida,"Palm Beach Shores, Palm Beach County",M,False
2007-09-16,USA,Florida,"New Smyrna Beach, Volusia County",M,False
2007-09-04,USA,South Carolina,Sullivan's Island,M,False
2007-08-20,USA,Delaware,"Indian River Inlet, Rehoboth Beach",M,False
2007-07-19,AUSTRALIA,Territory of Cocos (Keeling) Islands,Direction Island,M,False
2007-03-31,USA,Florida,"Waveland Beach, Hutchinson Island, St. Lucie County",M,False
2006-09-11,USA,Florida,"New Smyrna Beach, Volusia County",M,False
2005-07-15,USA,North Carolina,"Holden Beach, Brunswick County",M,False
2005-02-13,USA,Florida,Fort Lauderdale,M,False
2004-10-30,SOUTH AFRICA,Western Cape Province,Gansbaai,M,False
2004-05-22,USA,Florida,"Jacksonville Beach, Duval County",F,False
2004-03-29,BRAZIL,Pernambuco,Piedade Beach,M,False
2004-02-16,AUSTRALIA,Queensland,"Fido's Reef, 300 m east of Cook Island. Cook Island is 2 miles from Tweed Heads, Gold Coast",M,
2003-11-30,AUSTRALIA,Western Australia,Perth? (Margaret River District),M,False
2003-10-06,USA,Florida,Palm Beach?,M,True
2003-07-01,USA,Florida,"Fort Lauderdale, Broward County",M,False
2003-06-26,USA,Florida,St Augustine Beach. St. Johns County,M,False
2003-04-25,BRAZIL,Rio de Janeiro,"Copacabana Beach, Rio de Janiero",M,False
2002-12-29,AUSTRALIA,Queensland,Great Barrier Reef  (near Upolu Bay),F,False
2002-09-13,SOUTH AFRICA,Western Cape Province,"Glencairn, False Bay",M,False
2002-02-23,TURKS & CAICOS,,,M,True
2002-02-07,AUSTRALIA,New South Wales,Paramatta River (near Sydney),M,False
2001-09-24,USA,Florida,"Ponce Inlet, Volusia County",M,False
2001-05-20,USA,South Carolina,"Fripp Island, Beaufort County",M,False
2001-04-12,USA,Florida,"New Smyrna Beach, Volusia County",M,False
2000-02-19,SOUTH AFRICA,Western Cape Province,Struis Bay,M,False
1999-11-15,USA,California,"Waddell Reef, Santa Cruz County",M,False
1999-08-16,USA,South Carolina,"Grand Strand, Myrtle Beach, Horry County",M,False
1998-12-18,SOUTH AFRICA,Eastern Cape Province,Kei River Mouth,M,False
1998-09-22,USA,Florida,"New Smyrna Beach, Volusia County",M,False
1998-09-14,USA,Florida,"Stuart Beach, Martin County",M,False
1998-06-05,SOUTH AFRICA,Eastern Cape Province,Jeffrey's Bay,M,False
1998-04-01,BRAZIL,Pernambuco,"Boa Viagem, Recife",M,True
1997-02-28,AUSTRALIA,Queensland,Whitsunday Passage,M,False
1996-10-03,USA,Florida,"Cocoa Beach, Brevard County",M,False
1996-06-06,AUSTRALIA,Victoria,"Suicide Point, Point Leo",M,False
1996-04-25,AUSTRALIA,New South Wales,Mona Vale,M,False
1995-07-28,USA,South Carolina,"Pawleys Island, Georgetown County",M,False
1995-05-12,SOUTH KOREA,,Jangkodo Island,F,True
1995-02-01,VENEZUELA,,,M,False
1994-11-25,SOUTH AFRICA,Western Cape Province,Mossel Bay,M,False
1993-01-23,BRAZIL,Pernambuco,Piedade,M,False
1992-11-23,USA,Florida,,M,False
1992-11-05,USA,Hawaii,"Kea'au Beach Park, O'ahu",M,True
1992-10-22,USA,Hawaii,"Lanaikea, O'ahu",M,False
1992-07-08,BRAZIL,Maranhão,"Praia da Marcela, São Marcos Bay",M,False
1990-08-28,USA,California,"Trinidad Head, Humboldt County",M,False
1990-03-05,REUNION ISLAND,Sainte-Marie,Baie de la Mare,M,False
1990-01-12,USA,California,"Montera Beach, San Mateo County",M,False
1989-06-05,SOUTH AFRICA,Eastern Cape Province,Jeffreys Bay,M,False
1989-02-19,SOUTH AFRICA,Western Cape Province,,M,False
1988-09-13,USA,Florida,"Shell Island Panama City Beach, Bay County",M,True
1988-08-22,ITALY,Manfredonia,Ippocampo,M,False
1988-06-05,USA,Florida,"Daytona Beach, Volusia County",M,False
1988-04-14,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",M,False
1988-01-01,AUSTRALIA,New South Wales,Sydney,M,False
1987-05-06,AUSTRALIA,New South Wales,,M,False
1986-12-04,SOUTH AFRICA,Western Cape Province,Platbank,M,
1985-09-05,USA,Florida,"Fort Pierce Inlet, St Lucie County",M,
1984-10-17,USA,Florida,"Boynton Beach, Palm Beach County",F,
1983-07-26,AUSTRALIA,Queensland,"Off Lodestone Reef, Great Barrier Reef, north of Townsville",F,True
1983-05-21,USA,Florida,"Haulover Inlet, Dade County",M,False
1982-05-01,USA,South Carolina,"Daws Island, Broad River (near Beaufort)",F,
1981-09-03,USA,Florida,"Patrick Air Force Base, Brevard County",M,False
1981-03-04,CHILE,Coquimbo,"Bahia Totoralillo, 80  km north of Coquimbo",M,False
1980-11-17,SOUTH AFRICA,KwaZulu-Natal,Mnini,M,
1976-09-12,USA,Florida,"Jacksonville, Duval County",M,True
1976-03-12,USA,Florida,"New Smyrna Beach, Volusia County",M,False
1974-09-01,AUSTRALIA,Queensland,"Junpinpin, off Stradbroke Island",M,False
1974-08-16,HONG KONG,Mirs Bay,,M,False
1973-09-01,EGYPT,Red Sea,Southern end of the Sinai Peninsula,M,False
1972-10-14,USA,US Virgin Islands,"St. Croix, Cane Bay",M,True
1972-06-26,AUSTRALIA,Queensland,Pancake Creek,M,True
1972-03-16,USA,Hawaii,"Waihe'e, Wailuku, Maui",M,False
1970-04-01,SOLOMON ISLANDS,,,M,
1970-01-23,MOZAMBIQUE,Limpopo River,"Gijana, 150 km inland",M,False
1969-02-01,AUSTRALIA,Queensland,Cooktown,M,
1968-02-20,AUSTRALIA,Western Australia,Swan River,F,False
1966-01-08,NEW ZEALAND,North Island,"Oakura Beach, Taranaki",F,True
1964-07-30,BAHAMAS,Bimini Islands,Lerner Marine Lab,M,False
1965-05-28,MEXICO,Veracruz,Playa Mocambo,M,True
1963-07-15,USA,Florida,"New Smyrna Beach, Volusia County",M,False
1963-07-11,USA,Mississippi,Horn Island,M,False
1963-02-08,FIJI,Lomaiviti  Island Group,"Taibaisa Passage, Gau Island",M,False
1962-08-31,ISRAEL,Sharon,2 km north of Apollonia,M,
1962-02-23,PAPUA NEW GUINEA,Central Province,Fisherman’s Island near Port Moresby,M,False
1962-01-01,SPAIN,Catalonia,Aigua Blava,F,False
1961-02-17,USA,Pennsylvania,"Fairmount Park Aquarium, Philadelphia",M,False
1960-08-01,USA,South Carolina,Parris Island,M,True
1960-07-05,USA,Mississippi,Mississippi City,M,False
1960-06-29,USA,South Carolina,"Little River Beach, Horry County",M,False
1960-04-24,USA,California,"Tomales Point, Marin County",M,False
1960-03-28,GUAM,,,M,False
1959-11-28,AUSTRALIA,Queensland,"North Burleigh, near Brisbane",M,False
1959-11-01,PAPUA NEW GUINEA,New Britain,"Rapindik Beach, Rabaul",M,False
1959-07-02,USA,Florida,"Delray Beach, Palm Beach County",M,False
1959-05-30,SOUTH AFRICA,Eastern Cape Province,"Bird Island, Algoa Bay",M,False
1959-01-12,NEW GUINEA,Milne Bay Province,"Uga, Banaira, Milne Bay",M,False
1958-07-04,PACIFIC OCEAN,Between Hawaii & Wake Island,600 miles northwest of Honolulu,M,False
1958-01-19,AUSTRALIA,New South Wales,Brunswick Heads,M,False
1957-04-13,AUSTRALIA,Torres Strait,"Thursday Island Harbour, Queensland",M,False
1957-01-01,SRI LANKA,Western Province,Colombo Harbor,M,
1956-08-01,SOUTH AFRICA,KwaZulu-Natal,"Chain Rocks, Amanzimtoti",M,False
1956-01-01,USA,Virginia,"Virginia Beach, Princess Anne County",M,False
1956-01-01,USA,Virginia,"Virginia Beach, Princess Anne County",F,
1955-11-16,PAPUA NEW GUINEA,Central Province,"Kalautu Village, Baibara at the mouth of Oibada River",M,False
1955-06-23,USA,Rhode Island,Occupasstuxet  (Patuxent) Cove,M,False
1955-07-15,MONTENEGRO,Adriatic Sea,Budva,M,True
1955-02-04,INDIA,Tamil Nadu,"Vanagiri, Madras (Chennai), Bay of Bengal",M,False
1955-01-01,USA,Illinois,Chicago (Lake Michigan),M,
1953-12-13,AUSTRALIA,Queensland,Palm Beach,M,False
1953-04-04,USA,Texas,South Padre Island,F,False
1953-04-01,IRAN,Karun River,"near Ahvaz, 275 km from the sea",M,False
1952-05-07,AUSTRALIA,Western Australia,Boyup Brook,M,False
1951-08-17,GREECE,Corfu Island,Off Royal Residence,M,False
1946-01-24,SOUTH AFRICA,KwaZulu-Natal,"Battery Beach, Durban",M,False
1943-12-04,USA,South Carolina,Off Charleston,M,True
1943-05-27,PACIFIC OCEAN,,,M,
1941-07-01,USA,Hawaii,"Nankuli, O'ahu",M,False
1939-10-04,USA,Hawaii,"Kane'ohe Bay, Mokapu, O'ahu",M,False
1938-01-01,USA,North Carolina,On one of the sounds near Wilmington,M,False
1936-02-04,AUSTRALIA,New South Wales,"South Steyne, Manly",M,True
1931-01-24,AUSTRALIA,Torres Strait,Near Thursday Island,M,False
1930-12-13,AUSTRALIA,New South Wales,"Sailor Bay, Middle Harbour, Sydney",M,True
1930-02-03,AUSTRALIA,Western Australia,Onslow,M,False
1929-12-16,AUSTRALIA,New South Wales,Collaroy,F,False
1929-09-01,AUSTRALIA,Queensland,"Ross River, Townsville",M,True
1926-09-06,PAPUA NEW GUINEA,,Near Port Moresby,M,True
1920-07-14,USA,New York,"Woodcliff Channel, Freeport, Long Island",M,
1920-01-24,AUSTRALIA,Torres Strait,,M,False
1919-11-18,AUSTRALIA,Northern Territory,Darwin,M,False
1912-05-04,SOUTH AFRICA,KwaZulu-Natal,Durban,M,
1908-12-16,MEXICO,Quintana Roo,,M,True
1904-07-27,USA,Texas,,M,True
1900-11-14,SOUTH AFRICA,Western Cape Province,Three Anchor Bay,M,True
2023-07-14,USA,Florida,New Smyrna Beach,M,False
2023-05-24,BAHAMAS,Lucayan Lucayan Archipelago,Athol Island,M,True
2023-05-19,USA,Florida,"Flagship Drive, Summerland Key, Monroe County",M,False
2022-12-08,USA,Hawaii,"Keawakapu Point, Kehei, Maui",F,True
2022-10-25,USA,Hawaii,Kauai,M,False
2022-07-01,EGYPT,"Hurghada, Red Sea Governorate",Sahl Hasheesh,F,True
2022-02-08,COSTA RICA,Guanacoste,Playa Del Coco,F,
2021-07-27,USA,Georgia,"Tybee Island, Chatham County",M,False
2021-04-02,USA,Florida,"Key Biscayne, Miami-Dade County",M,False
2021-03-25,USA,Florida,"Fort Lauderdale, Broward County",M,False
2021-03-02,NEW CALEDONIA,Loyalty Islands,Ouvéa,M,False
2021-01-13,AUSTRALIA,Western Australia,Blackwall Reach,M,False
2021-01-03,USA,Florida,"Cocoa Beach, Brevard  County",M,False
2020-09-21,USA,Hawaii,"Charley Young Beach, Maui",F,False
2020-09-06,USA,Hawaii,Puako,F,False
2020-06-16,SOUTH AFRICA,KwaZulu-Natal,Umhlanga Rocks,F,False
2020-05-01,USA,California,"Summerland, Santa Barbara County",F,False
2020-04-06,AUSTRALIA,Queensland,North West Island,M,True
2020-01-16,NEW ZEALAND,Southland,Oreti Beach,F,False
2020-01-03,NEW CALEDONIA,,Calana,M,False
2019-12-03,USA,Hawaii,"Cove Park, Kihei, Maui",M,False
2019-08-21,USA,Florida,"Fort Lauderdale, Broward County",M,False
2019-05-01,USA,Florida,"Off Boca Grande, Lee County",M,False
2019-03-26,USA,Hawaii,Waikoloa area,M,False
2019-02-04,USA,Hawaii,"Hanalei Bay, Kauai",M,False
2018-08-28,BAHAMAS,,,M,False
2018-07-14,USA,California,"Trinidad Beach, Huboldt County",F,False
2017-10-28,AUSTRALIA,New South Wales,Birubi Point,M,False
2017-10-05,USA,Hawaii,"Kama‘ole Beach Park, Maui",F,False
2017-09-15,SAMOA,Upolu Island,Nofoali’i,M,False
2016-08-27,REUNION ISLAND,,Boucan Canot,M,False
2016-07-29,SPAIN,Alicante Province,Arenales del Sol,M,False
2016-07-28,AUSTRALIA,Western Australia,Near Albany,M,False
2016-05-29,USA,California,"Corona Del Mar, Newport, Orange County",F,False
2015-10-05,USA,Texas,Galveston,M,False
2015-07-27,AUSTRALIA,Victoria,Tyrendarra Beach,M,
2015-07-22,REUNION ISLAND,,St. Leu,M,False
2015-06-24,AUSTRALIA,New South Wales,"Belongil Beach, Byron Bay",M,False
2014-10-22,USA,Hawaii,"Kihei, Maui",F,False
2014-07-13,BAHAMAS,West End,Tiger Beach,M,
2014-04-15,USA,Florida,"New Smyrna Beach, Volusia County",M,False
2014-04-03,AUSTRALIA,New South Wales,Tathra,F,True
2013-11-07,USA,New Jersey,"Bay Head, Ocean County",M,False
2013-10-31,USA,Hawaii,"Kanaha Beach, Maui",M,False
2013-09-07,USA,Florida,"New Smyrna Beach,  Volusia County",M,False
2013-07-31,USA,Hawaii,"Ulua Beach, Maui",F,False
2013-06-30,TAIWAN,Taitung,,M,False
2013-06-25,USA,California,"Pacific State , San Mateo County",M,False
2013-02-09,FRENCH POLYNESIA,Society Islands,"Tapu, a dive site on the outer reefs of Bora Bora",M,False
2012-06-20,AUSTRALIA,Western Australia,"Mullaloo Beach, Perth",M,False
2011-11-12,BRAZIL,Pernambuco,"Punta Del Chifre Beach, Olinda",M,False
2011-07-25,USA,New Jersey,"Egg Harbor, Atlantic County",M,False
2011-06-28,SOUTH AFRICA,KwaZulu-Natal,Aliwal Shoal,M,False
2011-05-13,USA,Florida,"Ponte Vedra Beach, St Johns County",M,False
2011-05-13,USA,Florida,"Ormond Beach, Volusia County",M,False
2011-01-15,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. John's",M,True
2010-11-15,DOMINICAN REPUBLIC,,Boca Chica,M,True
2010-10-28,AUSTRALIA,Western Australia,Cheynes Beach,M,False
2010-07-03,USA,New York,Off Long Island,M,False
2010-05-03,MADAGASCAR,Antsiranana Province,"Ambatolaoka, Nosy Be Island",M,False
2010-02-16,SOUTH AFRICA,Eastern Cape Province,Yellow Sands Point,M,False
2009-12-22,MOZAMBIQUE,Maputo Province,Ponta do Ouro,M,False
2009-12-16,NEW ZEALAND,South Island,Clark Island,M,True
2009-10-30,AUSTRALIA,Victoria,Portland,M,False
2009-10-19,USA,Hawaii,"Kalama Park, Maui",M,False
2009-07-22,USA,Florida,"Intracoastal Waterway,      St. Petersburg",F,False
2009-03-17,MALAYSIA,Strait of Malacca,Pulau Payar Island,F,False
2009-03-17,USA,Hawaii,Alenuihaha Channel,M,False
2009-01-23,BRAZIL,Maranhão,Olho d'Água,M,
2008-10-12,AUSTRALIA,Northern Territory,Darwin,M,False
2008-09-28,USA,Florida,Bethune Beach,M,False
2008-08-24,USA,Florida,"New Smyrna Beach, Volusia County",M,False
2008-08-12,USA,Florida,"New Smyrna Beach, Volusia County",F,False
2008-04-20,AUSTRALIA,New South Wales,Crescent Head,M,
2011-11-01,MEXICO,Baja California,Guadalupe Island,M,
2007-05-08,AUSTRALIA,New South Wales,Kingscliff Beach,M,
2007-03-31,USA,Florida,"Normandy Beach, Hutchinson Island,  St. Lucie County",M,False
2006-08-27,REUNION ISLAND,Saint-Gilles-les-Bains,"Les Aigrettes, near Boucan-Canot",M,False
2006-07-28,SOUTH AFRICA,Western Cape Province,Fish Hoek,M,False
2006-06-07,USA,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",F,False
2006-04-09,SOUTH AFRICA,Eastern Cape Province,St. Francis Bay,M,False
2006-01-18,USA,California,"Santa Cruz, Santa Cruz County",M,False
2005-10-01,SOUTH AFRICA,Western Cape Province,"Sunny Cove, Fish Hoek",M,False
2005-08-24,USA,California,"Scripps, LaJolla, San Diego County",M,False
2005-07-13,USA,Texas,"Port Bolivar, Galveston County",F,False
2005-04-16,AUSTRALIA,Northern Territory,Bremer Island,M,False
2005-02-16,USA,Hawaii,"Rocky Point, north shore of O'ahu",M,False
2004-12-26,SRI LANKA,Eastern Province,Pasikudha,F,
2004-08-03,AUSTRALIA,New South Wales,Byron Bay,M,False
2004-05-04,USA,Texas,Channel between South Padre Island & Padre Island National Seashore,M,False
2004-03-31,USA,Florida,"Stuart Rocks, Martin County",M,False
2004-01-03,NEW ZEALAND,North Island,"Whiritoa, Eastern Cormandel",M,
2003-06-01,USA,South Carolina,"Pawleys Island, Georgetown County",F,
2003-04-18,USA,Florida,"North Beach, Patrick AFB, Brevard County",M,False
2002-12-20,AUSTRALIA,Queensland,Golden Beach,M,
2002-03-15,USA,Florida,"Deerfield Beach (near Boca Raton), Broward County",M,False
2001-09-07,USA,Florida,"Key Biscayne, Dade County",M,False
2001-08-18,USA,Florida,"New Smyrna Beach, Volusia County",M,False
2001-01-06,NEW ZEALAND,North Island,Sandy Bay/Whananaki,M,False
2000-03-24,USA,Florida,"Floridana Beach, Brevard County",M,False
1999-11-13,SOUTH AFRICA,KwaZulu-Natal,Umtentweni,M,False
1999-09-29,USA,Florida,"South side of Ponce de Leon Inlet, Volusia County",M,False
1999-08-05,BAHAMAS,Abaco Islands,Grand Cay,M,False
1999-07-29,SOUTH AFRICA,Western Cape Province,Kogebaai,M,False
1999-06-19,USA,Florida,"11 miles off Dog Island in the Gulf of Mexico, Franklin County",M,False
1998-12-22,AUSTRALIA,South Australia,Middleton Beach,F,False
1998-11-05,USA,Oregon,Winchester Bay,M,False
1998-09-16,SOUTH AFRICA,Eastern Cape Province,Kowie River,M,False
1998-05-30,SOUTH AFRICA,Eastern Cape Province,Pollock Beach,M,False
1998-03-31,USA,Florida,"Jensen Beach Park, Martin County",M,False
1998-03-08,USA,Florida,"Loggerhead Park, Juno Beach, Palm Beach County",M,False
1997-09-06,USA,Florida,"New Smyrna Beach, Volusia County",M,False
1996-10-05,USA,California,"Dillon Beach, Marin County",M,False
1995-01-01,USA,South Carolina,"Pawleys Island, Georgetown County",M,
1994-07-24,BRAZIL,Pernambuco,"Boa Viagem, Recife",M,False
1994-01-31,BRAZIL,Pernambuco,Piedade,M,False
1993-08-19,USA,Hawaii,"Paukukalo, Maui",M,False
1993-06-30,BRAZIL,Pernambuco,"Boa Viagem, Recife",M,True
1993-06-11,MEXICO,Quintana Roo,"Santa Rosa Shallows, Cozumel",F,True
1992-10-01,AUSTRALIA,Queensland,"North Point Beach, Moreton Island",M,True
1992-05-31,USA,North Carolina,Wreck of the U-352,M,
1992-03-28,USA,Hawaii,"Cannons, at Ha'ena on the north shore of Kaua'i Island",F,False
1992-03-10,AUSTRALIA,Victoria,Point Lonsdale,M,False
1991-05-26,USA,Hawaii,"Ma'ili Beach, O'ahu",M,False
1991-01-09,AUSTRALIA,Western Australia,Scarborough,M,False
1990-04-14,SOUTH AFRICA,Eastern Cape Province,Cape Recife,M,False
1990-04-09,AUSTRALIA,Queensland,Greenmount Beach,M,False
1989-11-18,SOUTH AFRICA,Western Cape Province,Melkbosstrand,M,True
1989-08-09,BAHAMAS,Great Exuma Island,Highborn Cay,F,False
1988-12-15,CHILE,Valpariso Province,Valpariso,M,True
1988-07-17,BAHAMAS,,,M,False
1988-07-04,USA,Florida,"New Smyrna Beach, Volusia County",M,False
1986-07-01,SOUTH AFRICA,KwaZulu-Natal,LaMercy,M,False
1986-02-17,SOUTH AFRICA,Eastern Cape Province,Cape Recife,M,False
1986-02-06,SOUTH AFRICA,Western Cape Province,Arniston,M,False
1985-01-04,SOUTH AFRICA,Western Cape Province,"Buffels Bay, False Bay",M,False
1984-03-17,SOMALIA,,,M,
1984-03-14,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,M,False
1983-11-10,USA,Florida,"Melbourne Beach, Brevard County",M,False
1983-02-20,SOUTH AFRICA,KwaZulu-Natal,Mtunzini,M,False
1982-09-30,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",M,False
1981-09-27,USA,Florida,"Melbourne Beach, Brevard County",M,False
1981-07-01,SOUTH AFRICA,KwaZulu-Natal,Clansthal,M,False
1980-12-26,SOUTH AFRICA,Eastern Cape Province,Port Elizabeth,M,
1978-09-16,ITALY,Tyrrhenian Sea,Capo d'Anzio,M,False
1976-09-12,USA,Florida,"Jacksonville, Duval County",M,True
1975-11-19,SOUTH AFRICA,KwaZulu-Natal,"South Beach, Durban",M,False
1974-09-02,USA,California,"Franklin Point, San Mateo County",M,False
1973-12-01,MEXICO,Guerrero,Acapulco Bay,M,True
1972-04-01,AUSTRALIA,Queensland,Wellington Point,F,False
